esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
1004445,1.56E+12,70.0,336.6,-22.5,3.410,3.343,33.0,31.3,4.60,117.56
1004447,1.55E+12,44.5,357.5,-22.5,3.616,3.547,36.0,32.3,5.81,76.37
1004448,1.56E+12,26.9,327.3,-22.5,3.319,3.246,35.6,34.4,2.15,76.61
1004449,1.57E+12,60.3,327.7,-22.5,3.316,3.256,37.0,33.7,2.20,69.09
1004451,1.56E+12,39.5,336.1,-22.5,3.411,3.337,33.0,29.5,2.92,63.76
1004455,1.57E+12,61.7,335.0,-22.5,3.393,3.321,33.0,29.4,7.27,62.18
1004456,1.56E+12,68.8,328.8,-22.5,3.336,3.261,37.0,35.7,23.55,86.91
1004457,1.56E+12,32.5,331.9,-22.5,3.369,3.297,33.0,30.5,4.75,92.48
1004459,1.57E+12,35.2,330.2,-22.5,3.335,3.281,33.0,30.5,22.60,69.43
1004460,1.57E+12,45.3,328.1,-22.5,3.329,3.260,37.0,35.9,3.77,61.16
1004461,1.55E+12,15.6,343.2,-22.5,3.475,3.408,37.0,35.2,4.61,61.35
1004464,1.57E+12,20.1,326.8,-34.3,3.300,3.244,37.0,33.6,4.09,66.62
1004465,1.57E+12,65.5,335.2,-25.4,3.391,3.324,33.0,31.5,10.25,84.58
1004466,1.55E+12,53.0,340.1,-22.5,3.444,3.372,32.1,29.4,10.66,86.98
1004468,1.55E+12,28.3,329.7,-66.9,3.339,3.276,33.0,30.3,2.93,75.41
1004470,1.57E+12,17.8,356.1,-22.5,3.598,3.539,36.5,34.9,0.32,65.24
1004471,1.57E+12,56.4,334.0,-22.5,3.379,3.315,37.0,34.2,0.38,113.69
1004472,1.55E+12,18.3,328.6,-22.5,3.334,3.264,36.0,32.3,24.02,81.77
1004475,1.56E+12,24.3,328.7,-22.5,3.335,3.258,33.0,30.0,24.11,70.97
1004482,1.55E+12,53.8,340.9,-22.5,3.456,3.381,35.4,32.1,4.48,109.52
1004484,1.55E+12,20.7,339.3,-22.5,3.438,3.368,33.6,30.2,6.93,60.90
1004486,1.56E+12,61.7,344.6,-22.5,3.491,3.421,33.0,31.5,1.72,107.70
1004492,1.56E+12,33.3,347.5,-22.5,3.519,3.455,37.0,34.7,3.48,95.07
1004498,1.57E+12,53.6,341.7,-22.5,3.464,3.392,35.6,34.5,7.80,94.63
1004500,1.55E+12,32.0,328.2,-22.5,3.319,3.256,37.0,35.1,14.07,84.72
1004503,1.57E+12,47.7,331.8,-22.5,3.360,3.292,33.0,29.1,5.39,107.68
1004504,1.57E+12,72.8,331.5,-44.8,3.355,3.293,36.1,32.9,5.75,111.63
1004506,1.55E+12,55.2,353.0,-22.5,3.570,3.504,34.5,33.4,5.30,110.61
1004509,1.55E+12,22.0,330.1,-22.5,3.343,3.276,34.2,32.3,1.06,95.61
1004511,1.56E+12,24.9,330.1,-22.5,3.337,3.279,36.7,35.4,7.56,119.81
1004512,1.56E+12,31.8,344.7,-22.5,3.489,3.427,35.6,34.4,2.96,117.71
1004514,1.57E+12,36.7,327.8,-22.5,3.320,3.253,33.1,31.2,3.31,68.63
1004518,1.56E+12,39.0,332.3,-42.3,3.359,3.295,37.0,34.6,10.47,96.92
1004520,1.57E+12,50.7,331.1,-22.5,3.359,3.281,37.0,34.8,6.75,79.40
1004522,1.57E+12,68.4,348.4,-22.5,3.533,3.464,37.0,34.2,6.19,82.53
1004523,1.57E+12,39.5,329.7,-22.5,3.327,3.275,34.3,30.7,2.32,72.79
1004524,1.57E+12,26.4,332.1,-22.5,3.351,3.295,37.0,33.5,6.52,81.32
1004526,1.57E+12,74.8,325.9,-22.5,3.292,3.233,35.2,31.4,4.35,104.92
1004528,1.56E+12,33.1,335.1,-37.6,3.392,3.325,37.0,33.5,1.22,110.71
1004529,1.57E+12,29.3,326.6,-22.5,3.297,3.246,36.0,33.5,23.63,71.31
1004535,1.56E+12,69.6,342.5,-22.5,3.465,3.399,35.6,33.6,24.98,66.56
1004537,1.57E+12,23.7,336.3,-22.5,3.412,3.341,34.3,30.8,4.07,76.52
1004540,1.57E+12,17.2,333.1,-22.5,3.362,3.305,33.4,29.9,3.68,83.14
1004545,1.55E+12,24.0,333.3,-22.5,3.376,3.309,37.0,35.9,2.66,61.40
1004549,1.55E+12,43.5,351.0,-35.8,3.549,3.481,33.0,30.4,12.49,104.12
1004551,1.57E+12,17.7,348.1,-22.5,3.527,3.453,36.0,34.5,3.54,73.83
1004554,1.55E+12,31.9,333.2,-22.5,3.364,3.306,33.0,31.1,11.35,119.74
1004559,1.56E+12,24.3,327.9,-22.5,3.323,3.254,37.0,33.2,2.54,88.90
1004560,1.56E+12,16.6,338.8,-22.5,3.421,3.366,34.0,31.5,5.40,73.73
1004563,1.56E+12,38.5,353.1,-22.5,3.572,3.505,37.0,35.8,23.35,78.68
1004565,1.56E+12,33.0,341.0,-22.5,3.450,3.387,35.5,33.2,23.33,116.88
1004567,1.55E+12,64.7,332.6,-22.5,3.361,3.298,35.3,34.2,1.92,94.96
1004570,1.55E+12,36.9,346.1,-22.5,3.496,3.440,33.3,30.2,4.75,78.77
1004572,1.56E+12,43.1,331.4,-22.5,3.358,3.285,36.0,32.5,0.05,78.28
1004574,1.55E+12,23.6,332.0,-22.5,3.367,3.295,36.0,32.8,13.32,114.11
1004575,1.57E+12,47.0,328.4,-22.5,3.321,3.256,37.0,34.9,2.05,110.81
1004578,1.56E+12,28.3,327.7,-22.5,3.317,3.249,34.2,32.0,0.64,72.58
1004579,1.55E+12,45.1,328.3,-22.5,3.329,3.258,37.0,34.6,3.28,84.60
1004582,1.56E+12,70.4,344.3,-22.5,3.485,3.422,37.0,35.4,9.61,107.14
1004588,1.56E+12,67.7,327.8,-22.5,3.325,3.249,37.0,33.5,0.64,100.43
1004589,1.56E+12,64.4,346.7,-22.5,3.503,3.445,34.2,31.8,9.05,96.24
1004590,1.55E+12,21.4,339.0,-22.5,3.425,3.361,32.5,29.6,5.96,113.36
1004591,1.56E+12,18.2,323.7,-22.5,3.280,3.216,36.0,32.4,1.34,86.10
1004592,1.55E+12,25.0,333.1,-22.5,3.363,3.307,32.9,31.4,6.87,105.73
1004593,1.56E+12,19.0,331.7,-22.5,3.364,3.289,32.5,29.0,0.22,86.16
1004599,1.55E+12,18.2,338.2,-22.5,3.418,3.353,37.0,34.7,8.57,84.91
1004600,1.57E+12,71.7,331.2,-22.5,3.349,3.289,33.4,29.5,7.97,65.36
1004601,1.55E+12,33.8,349.3,-22.5,3.524,3.467,36.0,33.1,3.54,79.41
1004602,1.55E+12,32.2,326.0,-22.5,3.301,3.232,33.9,32.6,5.24,116.81
1004603,1.56E+12,61.7,343.7,-22.5,3.474,3.413,32.6,29.3,6.41,98.67
1004605,1.55E+12,74.4,351.1,-22.5,3.541,3.483,32.3,30.7,5.31,97.47
1004609,1.57E+12,53.9,336.9,-22.5,3.402,3.343,37.0,35.5,6.73,95.17
1004610,1.57E+12,75.4,351.1,-22.5,3.544,3.487,36.0,34.9,6.50,118.37
1004611,1.56E+12,65.2,357.2,-22.5,3.613,3.549,34.9,30.9,3.85,107.69
1004612,1.56E+12,54.9,330.4,-22.5,3.351,3.279,36.0,32.6,1.62,80.53
1004614,1.57E+12,69.2,331.9,-22.5,3.354,3.294,35.8,33.1,6.46,81.32
1004618,1.56E+12,72.4,341.7,-22.5,3.464,3.392,37.0,35.5,1.76,94.19
1004619,1.57E+12,21.2,327.5,-22.5,3.310,3.249,37.0,35.1,10.57,119.74
1004622,1.55E+12,73.3,339.4,-22.5,3.441,3.373,33.0,30.2,2.02,65.35
1004625,1.57E+12,16.1,325.6,-22.5,3.290,3.236,37.0,33.9,1.36,91.42
1004627,1.55E+12,53.3,341.6,-22.5,3.448,3.390,36.0,32.1,3.59,110.77
1004628,1.55E+12,42.0,349.9,-22.5,3.536,3.475,35.0,32.5,6.05,74.42
1004629,1.57E+12,57.0,329.1,-22.5,3.327,3.262,34.5,32.3,5.09,88.37
1004633,1.56E+12,48.7,353.4,-22.5,3.567,3.511,33.0,31.3,25.09,97.00
1004635,1.57E+12,42.5,348.0,-22.5,3.523,3.455,33.6,30.6,6.77,62.54
1004637,1.57E+12,66.4,327.8,-22.5,3.319,3.252,37.0,33.4,2.65,107.53
1004638,1.56E+12,38.0,332.6,-22.5,3.374,3.303,37.0,35.5,3.48,78.16
1004639,1.55E+12,54.5,326.7,-22.5,3.303,3.238,36.0,34.1,9.56,102.53
1004643,1.57E+12,34.0,332.2,-22.5,3.359,3.300,36.0,32.4,3.43,112.79
1004644,1.55E+12,68.8,332.2,-22.5,3.356,3.301,35.7,33.1,4.31,102.06
1004647,1.55E+12,21.0,328.5,-22.5,3.334,3.262,33.0,31.5,3.39,84.36
1004652,1.57E+12,53.6,341.2,-22.5,3.454,3.390,33.2,31.0,9.50,94.07
1004653,1.55E+12,38.3,341.0,-22.5,3.443,3.386,33.0,29.8,0.70,71.55
1004654,1.55E+12,24.8,330.4,-22.5,3.341,3.280,37.0,35.1,3.82,92.12
1004655,1.55E+12,58.2,328.0,-22.5,3.327,3.254,36.0,32.5,4.05,102.21
1004656,1.55E+12,21.1,329.3,-22.5,3.341,3.264,33.0,31.9,10.19,97.19
1004657,1.56E+12,66.3,331.8,-22.5,3.362,3.293,33.6,29.8,5.54,78.97
1004658,1.57E+12,28.8,323.6,-22.5,3.279,3.215,37.0,33.9,4.10,87.58
1004659,1.57E+12,59.3,330.1,-22.5,3.345,3.272,33.0,30.4,0.99,93.66
1004661,1.57E+12,32.1,358.4,-22.5,3.617,3.556,34.3,32.1,11.64,79.83
1004663,1.56E+12,15.6,327.8,-22.5,3.317,3.250,34.4,32.3,5.05,60.80
1004664,1.56E+12,21.7,336.2,-22.5,3.394,3.339,33.0,30.0,22.70,115.70
1004665,1.57E+12,57.3,331.1,-22.5,3.354,3.286,33.1,30.7,5.15,107.76
1004669,1.56E+12,73.5,345.6,-22.5,3.490,3.434,37.0,36.0,6.82,113.68
1004670,1.57E+12,66.0,343.6,-22.5,3.469,3.415,35.7,34.3,25.45,93.15
1004671,1.55E+12,32.0,352.8,-22.5,3.559,3.498,37.0,33.6,6.28,95.80
1004675,1.56E+12,44.5,331.9,-22.5,3.352,3.297,33.3,29.8,8.49,91.62
1004677,1.56E+12,53.9,328.5,-22.5,3.334,3.260,35.0,31.2,4.10,63.06
1004678,1.55E+12,72.4,324.8,-22.5,3.286,3.222,36.0,32.6,4.14,99.72
1004679,1.55E+12,75.3,343.5,-22.5,3.478,3.406,35.0,32.0,5.35,99.58
1004680,1.55E+12,63.2,347.5,-22.5,3.512,3.448,37.0,34.9,0.79,63.35
1004681,1.55E+12,18.8,348.4,-22.5,3.529,3.464,36.5,34.9,7.96,108.26
1004682,1.56E+12,41.7,333.9,-22.5,3.370,3.316,35.3,33.2,6.31,111.23
1004685,1.55E+12,61.2,328.4,-22.5,3.328,3.262,37.0,35.0,4.51,115.58
1004686,1.57E+12,21.4,347.9,-22.5,3.526,3.457,36.3,34.9,2.02,101.07
1004687,1.55E+12,59.1,331.8,-22.5,3.357,3.291,36.0,32.7,6.02,63.75
1004689,1.57E+12,36.6,330.5,-41.6,3.337,3.278,36.0,32.7,8.84,91.81
1004692,1.55E+12,22.1,352.6,-22.5,3.556,3.497,37.0,35.5,24.25,104.98
1004693,1.57E+12,70.8,353.6,-22.5,3.574,3.515,37.0,34.5,8.87,93.88
1004694,1.57E+12,47.1,337.5,-22.5,3.422,3.346,35.4,33.2,2.17,66.63
1004695,1.57E+12,52.0,327.7,-22.5,3.319,3.249,33.9,31.9,4.60,97.01
1004696,1.57E+12,44.6,327.5,-22.5,3.321,3.250,33.5,32.4,7.54,118.97
1004697,1.56E+12,51.9,330.5,-22.5,3.346,3.277,37.0,34.9,2.97,101.71
1004698,1.56E+12,20.3,328.9,-22.5,3.324,3.263,36.0,33.8,3.39,85.81
1004704,1.57E+12,61.6,324.3,-22.5,3.273,3.213,33.0,29.9,15.45,106.32
1004706,1.55E+12,17.5,333.7,-22.5,3.384,3.309,37.0,35.6,7.77,99.11
1004707,1.56E+12,74.2,347.9,-22.5,3.525,3.450,36.0,32.9,7.94,92.91
1004708,1.57E+12,61.4,342.3,-22.5,3.464,3.394,34.9,31.6,9.35,83.00
1004712,1.56E+12,53.9,352.0,-22.5,3.557,3.492,36.0,33.6,10.55,74.43
1004715,1.56E+12,41.4,340.1,-22.5,3.431,3.374,35.7,32.3,23.48,95.48
1004716,1.55E+12,34.4,331.3,-22.5,3.361,3.292,33.0,30.8,6.30,66.28
1004717,1.55E+12,26.2,343.2,-45.9,3.467,3.403,37.0,33.5,8.62,92.61
1004723,1.56E+12,20.5,332.5,-22.5,3.374,3.297,37.0,34.3,24.46,95.70
1004724,1.55E+12,21.3,358.4,-22.5,3.620,3.558,37.0,33.4,5.30,107.05
1004726,1.57E+12,41.2,339.3,-22.5,3.432,3.364,36.0,33.7,3.87,116.23
1004727,1.57E+12,39.9,328.6,-22.5,3.333,3.264,32.6,31.1,1.73,78.31
1004728,1.56E+12,61.4,327.2,-22.5,3.303,3.246,33.0,29.4,5.42,60.18
1004729,1.55E+12,63.8,341.5,-22.5,3.459,3.388,36.7,33.7,8.30,96.16
1004733,1.57E+12,74.5,356.5,-22.5,3.599,3.545,35.9,33.6,3.37,72.29
1004738,1.55E+12,41.6,351.8,-22.5,3.553,3.494,37.0,34.9,0.39,111.45
1004739,1.55E+12,68.0,351.1,-22.5,3.555,3.490,37.0,35.6,2.18,63.99
1004742,1.57E+12,35.4,345.8,-22.5,3.507,3.435,36.0,33.5,8.61,82.16
1004743,1.55E+12,60.5,329.1,-22.5,3.322,3.267,36.0,32.4,2.21,91.22
1004748,1.56E+12,34.9,354.5,-22.5,3.583,3.523,36.8,34.6,3.49,95.92
1004750,1.56E+12,48.0,331.7,-22.5,3.354,3.296,36.0,33.6,2.84,63.66
1004751,1.55E+12,50.6,332.4,-22.5,3.365,3.303,33.0,30.5,7.82,104.46
1004752,1.55E+12,18.3,324.0,-22.5,3.279,3.213,32.0,29.3,2.85,95.97
1004753,1.55E+12,52.2,338.3,-22.5,3.428,3.354,36.0,34.7,16.25,60.09
1004755,1.56E+12,46.9,333.9,-22.5,3.373,3.314,37.0,33.5,2.53,84.27
1004760,1.57E+12,23.6,352.3,-36.7,3.566,3.497,36.0,34.4,4.64,107.88
1004761,1.57E+12,64.5,326.3,-22.5,3.312,3.242,35.6,31.9,6.01,109.34
1004763,1.56E+12,50.5,341.2,-22.5,3.451,3.382,36.0,34.0,9.41,95.25
1004766,1.57E+12,39.8,327.2,-38.2,3.310,3.244,37.0,34.4,0.62,63.10
1004767,1.57E+12,47.7,336.1,-22.5,3.404,3.335,37.0,34.9,5.09,84.31
1004773,1.55E+12,56.9,338.6,-22.5,3.423,3.365,33.6,30.9,7.33,73.59
1004775,1.56E+12,21.3,337.1,-22.5,3.410,3.345,35.6,33.3,8.41,100.03
1004777,1.57E+12,66.0,331.6,-22.5,3.365,3.288,35.3,33.3,5.01,87.62
1004778,1.56E+12,63.6,334.9,-22.5,3.380,3.321,36.4,32.9,21.96,103.94
1004779,1.57E+12,61.8,328.2,-22.5,3.331,3.256,33.0,29.3,5.37,95.90
1004781,1.55E+12,38.6,327.9,-22.5,3.311,3.257,37.0,33.5,4.83,101.82
1004784,1.55E+12,75.0,354.6,-22.5,3.590,3.516,36.4,33.5,23.22,102.34
1004786,1.56E+12,19.9,350.0,-22.5,3.543,3.478,33.3,30.6,6.74,119.60
1004791,1.56E+12,63.4,351.0,-22.5,3.551,3.489,34.6,30.7,5.83,69.43
1004793,1.55E+12,15.9,353.9,-22.5,3.584,3.518,34.0,30.9,2.10,96.81
1004794,1.55E+12,62.3,327.2,-22.5,3.304,3.250,34.7,32.8,1.54,80.19
1004795,1.57E+12,61.8,340.8,-22.5,3.442,3.380,35.9,34.8,8.88,92.68
1004797,1.56E+12,24.0,355.4,-22.5,3.595,3.527,36.0,32.9,3.72,63.36
1004798,1.56E+12,19.1,324.8,-22.5,3.280,3.223,37.0,34.0,9.91,119.42
1004801,1.55E+12,43.9,328.2,-22.5,3.318,3.259,37.0,35.1,8.07,112.51
1004803,1.56E+12,61.4,344.5,-22.5,3.484,3.420,35.3,33.8,6.92,87.03
1004804,1.55E+12,38.7,327.1,-22.5,3.313,3.244,37.0,33.3,5.75,73.21
1004805,1.55E+12,25.0,353.5,-22.5,3.574,3.509,33.0,30.9,2.96,86.13
1004807,1.55E+12,52.3,328.7,-22.5,3.318,3.265,33.0,30.9,2.22,119.00
1004809,1.56E+12,19.8,337.0,-22.5,3.413,3.350,37.0,33.5,22.92,85.87
1004810,1.55E+12,41.8,328.2,-22.5,3.317,3.258,34.2,31.4,3.66,94.83
1004812,1.57E+12,65.1,330.6,-22.5,3.345,3.278,36.3,32.6,4.32,114.24
1004818,1.56E+12,43.9,340.6,-22.5,3.441,3.381,37.0,35.1,10.98,61.58
1004822,1.56E+12,65.5,342.0,-22.5,3.462,3.390,35.5,32.7,0.81,69.50
1004825,1.57E+12,40.5,331.2,-22.5,3.344,3.287,35.4,34.4,9.78,114.10
1004826,1.57E+12,32.5,350.2,-22.5,3.547,3.477,34.9,31.8,4.38,106.92
1004827,1.55E+12,56.0,334.3,-22.5,3.391,3.315,35.4,31.6,6.63,106.14
1004831,1.55E+12,66.8,339.4,-36.4,3.435,3.367,37.0,33.6,5.59,70.84
1004832,1.55E+12,23.8,337.8,-22.5,3.417,3.351,37.0,35.9,2.79,94.03
1004836,1.56E+12,18.0,329.8,-22.5,3.333,3.272,34.5,32.0,7.13,72.13
1004837,1.55E+12,73.0,332.9,-22.5,3.369,3.299,36.0,32.0,1.00,105.57
1004838,1.56E+12,38.7,328.3,-22.5,3.315,3.261,33.0,30.9,3.01,88.25
1004839,1.57E+12,56.2,327.5,-22.5,3.308,3.249,37.0,33.8,4.23,72.33
1004840,1.55E+12,39.1,354.3,-22.5,3.593,3.519,35.6,32.4,6.16,74.36
1004841,1.57E+12,25.3,336.4,-22.5,3.398,3.341,37.0,33.7,6.66,73.22
1004842,1.55E+12,49.1,355.9,-22.5,3.603,3.530,33.0,29.7,0.71,115.11
1004844,1.56E+12,17.8,328.1,-22.5,3.326,3.261,32.6,31.1,5.40,105.01
1004852,1.56E+12,40.1,336.7,-22.5,3.397,3.342,37.0,34.4,5.02,111.83
1004853,1.56E+12,38.6,328.7,-22.5,3.320,3.266,33.3,31.6,1.14,98.16
1004856,1.57E+12,63.1,327.2,-22.5,3.316,3.251,32.5,28.8,6.16,106.84
1004858,1.55E+12,55.3,329.8,-22.5,3.343,3.274,37.0,35.0,8.17,71.14
1004859,1.56E+12,65.9,354.3,-22.5,3.588,3.518,37.0,34.6,25.09,66.35
1004860,1.56E+12,29.7,353.2,-22.5,3.577,3.507,33.0,31.9,4.46,65.22
1004862,1.56E+12,19.4,328.2,-22.5,3.328,3.259,36.9,35.3,1.45,96.05
1004863,1.55E+12,58.8,351.0,-22.5,3.556,3.482,33.0,29.3,25.25,97.20
1004864,1.57E+12,29.3,325.9,-22.5,3.303,3.238,36.0,34.5,4.15,105.66
1004866,1.57E+12,16.9,326.3,-22.5,3.302,3.243,33.0,29.3,12.34,112.41
1004869,1.57E+12,53.5,331.8,-22.5,3.350,3.295,33.0,30.0,5.75,82.21
1004870,1.55E+12,72.2,355.4,-22.5,3.595,3.531,33.7,30.8,10.68,88.87
1004874,1.55E+12,57.9,329.1,-55.1,3.336,3.261,33.0,30.9,5.02,95.23
1004875,1.57E+12,43.5,330.7,-22.5,3.339,3.281,34.5,32.3,1.92,69.52
1004876,1.55E+12,67.0,355.1,-22.5,3.584,3.522,36.0,33.7,9.29,100.62
1004878,1.57E+12,20.8,352.2,-22.5,3.556,3.497,37.0,33.8,3.24,76.83
1004881,1.55E+12,62.8,357.9,-22.5,3.628,3.556,33.0,31.4,3.73,119.77
1004884,1.57E+12,21.3,325.8,-22.5,3.294,3.235,33.0,29.5,4.69,109.37
1004886,1.56E+12,48.1,347.8,-22.5,3.519,3.455,36.7,34.9,4.43,70.51
1004888,1.56E+12,33.3,358.4,-22.5,3.619,3.559,37.0,33.4,6.14,72.77
1004889,1.56E+12,49.6,355.5,-22.5,3.593,3.526,33.0,31.1,2.72,83.45
1004890,1.56E+12,64.2,340.8,-22.5,3.442,3.382,33.0,31.1,0.23,72.46
1004892,1.57E+12,73.9,347.8,-22.5,3.510,3.455,33.1,30.8,6.56,73.40
1004893,1.57E+12,20.9,351.9,-22.5,3.557,3.489,33.0,31.1,24.55,95.11
1004896,1.55E+12,25.9,335.9,-22.5,3.395,3.334,37.0,33.0,5.16,89.18
1004899,1.56E+12,28.8,356.1,-41.9,3.598,3.535,33.0,31.4,4.61,78.94
1004901,1.57E+12,43.2,335.8,-22.5,3.396,3.333,34.3,30.4,9.72,92.14
1004904,1.57E+12,46.3,326.8,-22.5,3.305,3.239,37.0,33.6,1.56,73.73
1004905,1.56E+12,35.8,340.4,-22.5,3.441,3.378,32.3,29.1,6.61,93.54
1004908,1.56E+12,31.6,329.8,-22.5,3.330,3.271,37.0,34.6,22.73,93.89
1004909,1.57E+12,27.9,350.2,-22.5,3.551,3.479,33.3,30.5,3.82,70.96
1004910,1.57E+12,53.5,354.4,-22.5,3.589,3.514,36.0,32.5,3.98,60.67
1004911,1.57E+12,46.7,346.4,-22.5,3.509,3.440,36.0,34.7,5.72,86.24
1004912,1.57E+12,24.2,329.2,-22.5,3.342,3.265,37.0,33.0,8.16,62.97
1004913,1.57E+12,24.1,330.3,-22.5,3.346,3.283,37.0,35.2,5.03,118.06
1004914,1.57E+12,71.7,347.9,-22.5,3.524,3.455,32.6,31.4,8.34,108.10
1004915,1.57E+12,18.3,329.3,-22.5,3.338,3.273,33.0,29.7,2.89,116.70
1004916,1.57E+12,36.7,328.4,-22.5,3.321,3.255,36.7,35.6,3.59,84.20
1004918,1.55E+12,61.3,328.2,-22.5,3.314,3.254,37.0,35.9,3.15,109.45
1004919,1.56E+12,62.4,325.8,-22.5,3.294,3.236,33.0,30.1,7.31,102.43
1004920,1.56E+12,75.0,343.9,-22.5,3.483,3.410,36.8,35.1,1.86,106.51
1004921,1.56E+12,32.4,327.9,-22.5,3.325,3.256,37.0,34.0,23.76,99.70
1004923,1.55E+12,37.6,344.8,-22.5,3.482,3.423,37.0,34.2,3.40,66.60
1004925,1.55E+12,42.3,337.0,-22.5,3.418,3.349,36.0,32.7,8.06,111.14
1004931,1.55E+12,30.6,327.3,-22.5,3.307,3.243,33.0,29.1,8.65,119.81
1004933,1.56E+12,45.4,338.9,-22.5,3.429,3.361,33.4,31.3,9.94,85.13
1004934,1.57E+12,60.6,331.8,-22.5,3.350,3.294,33.0,29.2,6.49,112.60
1004938,1.55E+12,73.1,344.8,-22.5,3.482,3.426,33.4,30.0,5.02,111.47
1004939,1.55E+12,38.3,327.9,-68.6,3.319,3.250,36.0,33.6,5.39,99.17
1004941,1.57E+12,15.9,347.9,-22.5,3.512,3.453,37.0,35.2,1.84,112.92
1004943,1.56E+12,42.4,338.5,-22.5,3.432,3.363,36.5,33.5,11.97,67.42
1004944,1.57E+12,28.0,347.7,-22.5,3.507,3.452,37.0,35.2,25.14,109.43
1004948,1.57E+12,57.5,345.0,-22.5,3.492,3.424,37.0,34.3,11.15,114.07
1004950,1.55E+12,42.1,324.6,-22.5,3.288,3.216,36.0,32.1,25.61,84.66
1004952,1.57E+12,25.9,338.0,-22.5,3.423,3.360,37.0,34.9,5.64,85.30
1004955,1.56E+12,72.3,340.3,-22.5,3.434,3.381,37.0,33.7,3.30,100.94
1004957,1.55E+12,21.9,331.9,-22.5,3.366,3.290,37.0,33.9,3.04,86.81
1004959,1.56E+12,38.3,332.2,-22.5,3.363,3.298,33.0,29.3,5.72,93.92
1004963,1.55E+12,21.2,350.6,-22.5,3.550,3.484,36.0,35.0,8.83,60.66
1004964,1.56E+12,16.2,338.0,-22.5,3.410,3.350,33.0,30.5,5.97,83.84
1004965,1.56E+12,61.8,349.5,-22.5,3.532,3.465,33.0,30.5,6.29,82.34
1004967,1.55E+12,57.2,357.6,-22.5,3.607,3.549,33.0,31.1,1.14,84.67
1004968,1.57E+12,70.9,339.2,-22.5,3.422,3.369,36.1,32.1,3.66,80.87
1004970,1.57E+12,18.5,351.3,-50.8,3.546,3.491,32.8,29.7,6.30,87.09
1004973,1.56E+12,69.1,329.0,-41.7,3.324,3.268,37.0,34.5,6.51,101.57
1004974,1.57E+12,58.8,329.4,-22.5,3.340,3.271,37.0,35.0,3.04,86.41
1004975,1.57E+12,69.7,357.9,-22.5,3.613,3.555,33.7,31.3,8.06,79.66
1004979,1.57E+12,30.3,340.6,-22.5,3.440,3.385,37.0,33.4,7.47,78.10
1004980,1.55E+12,21.3,334.5,-22.5,3.388,3.323,37.0,33.6,2.38,111.10
1004981,1.56E+12,32.6,330.9,-22.5,3.356,3.279,36.1,33.9,8.35,98.05
1004982,1.55E+12,65.6,328.2,-22.5,3.318,3.261,37.0,34.5,7.53,90.49
1004986,1.56E+12,67.2,339.9,-22.5,3.432,3.378,34.7,32.2,4.45,117.25
1004987,1.56E+12,50.1,333.1,-22.5,3.366,3.302,37.0,35.0,6.30,66.98
1004989,1.55E+12,29.8,335.6,-22.5,3.403,3.333,36.3,34.1,10.36,64.01
1004990,1.55E+12,16.8,332.9,-22.5,3.364,3.300,36.0,34.5,10.52,98.97
1004991,1.55E+12,61.6,331.7,-22.5,3.347,3.295,36.0,33.4,0.27,99.82
1004992,1.55E+12,26.9,333.4,-22.5,3.365,3.305,36.1,33.1,18.14,71.18
1004994,1.57E+12,17.8,352.5,-22.5,3.556,3.496,36.1,32.2,0.04,89.60
1004997,1.55E+12,70.2,327.1,-22.5,3.317,3.242,35.3,31.4,5.90,64.59
